election_date,election_year,election_month,election_day,prop_letter_or_num,prop_title,num_yes_votes,num_no_votes,pct_yes_votes,pct_no_votes,pct_required_to_pass,pass_or_fail,raw_source_of_prop,source_of_prop,prop_kind,description,prop_url
6/8/1982,1982,6,8,D,Surviving Spouse Health Benefits,68161,75164,47.56,52.44,50%+1,F,Supervisors,supervisors,Charter Amendment,Shall the city subsidize the surviving spouse of active and retired employees on the same basis that the city subsidizes the active or retired employees in the Health Service System?,https://sfpl.org/index.php?pg=2000027201&propid=1244
6/8/1982,1982,6,8,E,Surviving Spouse Retirement Benefits,54468,90658,37.53,62.47,50%+1,F,Supervisors,supervisors,Charter Amendment,Shall the surviving spouse of a member of the Retirement System who is receiving a retirement allowance be allowed to continue to receive the allowance upon remarriage after age 60?,https://sfpl.org/index.php?pg=2000027201&propid=1245
6/8/1982,1982,6,8,F,Retirement System Administrative Changes,95133,36736,72.14,27.86,50%+1,P,Supervisors,supervisors,Charter Amendment,Shall actuarial and experience investigation of the Retirement system be made as determined by the Retirement Board with the actuarial evaluation being made not less than every two years and certain expenses be paid from contributions of the city?,https://sfpl.org/index.php?pg=2000027201&propid=1246
6/8/1982,1982,6,8,G,Retirement Board Investment Powers,85650,47314,64.42,35.58,50%+1,P,Supervisors,supervisors,Charter Amendment,Shall the Retirement Board have exclusive authority to administer pension monies for investments subject to the Controller's auditing powers?,https://sfpl.org/index.php?pg=2000027201&propid=1247
6/8/1982,1982,6,8,H,Composition of Health Services Board,47437,88900,34.79,65.21,50%+1,F,Supervisors,supervisors,Charter Amendment,"Shall the composition of the Health Service Board be changed by adding two members, one to be appointed by the Mayer and one retired employee elected by the retired members and the supervisors' member to be appointed by the Board of Supervisors?",https://sfpl.org/index.php?pg=2000027201&propid=1248
6/8/1982,1982,6,8,I,Composition of Retirement System Board,38025,94943,28.60,71.40,50%+1,F,Supervisors,supervisors,Charter Amendment,"Shall the composition of the Retirement Board be changed by adding two members, one to be appointed by the Mayor and one retired employee elected by retired  members and the supervisors' member be changed from President to a member appointed by the Board of Supervisors and the civil service appointment of the Secretary-General Manager be deleted?",https://sfpl.org/index.php?pg=2000027201&propid=1249
6/8/1982,1982,6,8,J,"Secretary, General Manager Retirement System, Civil Service Exempt",46958,84283,35.78,64.22,50%+1,F,Supervisors,supervisors,Charter Amendment,Shall the Secretary-General Manager of the Retirement System be appointed by the Retirement Board and be exempt from civil service and said Manager be allowed to appoint an executive secretary to serve at his pleasure?,https://sfpl.org/index.php?pg=2000027201&propid=1250
6/8/1982,1982,6,8,K,"Supervisors' Legislative Aides, Civil Service Exempt",62512,75916,45.16,54.84,50%+1,F,Supervisors,supervisors,Charter Amendment,Shall each member of the Board of Supervisors appoint one legislative aide who shall serve at the member's pleasure?,https://sfpl.org/index.php?pg=2000027201&propid=1251
6/8/1982,1982,6,8,L,Top Vote - Getter to be Board of Supervisors President,86093,55729,60.70,39.30,50%+1,P,Initiative,initiative,Charter Amendment,"Shall the supervisor who received the most votes in the November 1980 supervisorial election assume the office of President of the Board and on January 8, 1983 and every second year thereafter the candidate receiving the most votes at the last preceding supervisorial election assume the office of President of the Board?",https://sfpl.org/index.php?pg=2000027201&propid=1252
6/8/1982,1982,6,8,M,Fingerprint Computer Acquisition,115167,28427,80.20,19.80,50%+1,P,Supervisors,supervisors,Policy Declaration,"Shall the City and County of San Francisco, during the fiscal year of 1982-1983, acquire a fingerprint computer for use by San Francisco Law Enforcement personnel?",https://sfpl.org/index.php?pg=2000027201&propid=1253
6/8/1982,1982,6,8,N,Pacific Gas and Electric (PG&E) Electricity Rate Increase Opposition,90009,56623,61.38,38.62,50%+1,P,Supervisors,supervisors,Policy Declaration,"Shall the people of San Francisco oppose recent Pacific Gas and Electric rate increases and urge the State Public Utilities Commission to roll back rates to December 1, 1981 and call for other remedial actions?",https://sfpl.org/index.php?pg=2000027201&propid=1254
11/2/1982,1982,11,2,A,"Office of Citizens Complaints, Police Department",124962,75212,62.43,37.57,50%+1,P,Supervisors,supervisors,Charter Amendment,Shall an Office of Citizens Complaints be established in the Police Department with authority to investigate complaints made by citizens of police misconduct and recommend action to the Chief of Police?,https://sfpl.org/index.php?pg=2000027201&propid=1255
11/2/1982,1982,11,2,B,"Municipal Railway (MUNI) Acquisitions, Eliminate Limit",132182,46820,73.84,26.16,50%+1,P,Supervisors,supervisors,Charter Amendment,Shall the acquisition of Municipal Railway revenue vehicles and related structures and equipment be removed from the limitation that capital cost items shall not exceed 3/4 of 1 cent of each $100 of assessed value of taxable property and the requirement that acquisitions exceeding this amount be acquired by the issuance of bonds?,https://sfpl.org/index.php?pg=2000027201&propid=1256
11/2/1982,1982,11,2,C,Industrial Development Financing,113256,70414,61.66,38.34,50%+1,P,Supervisors,supervisors,Charter Amendment,"Shall the Board of Supervisors be authorized to issue bonds or notes to assist private parties to acquire, construct and improve facilities suitable for industrial, manufacturing, research and other uses with repayment by the private parties and creating no debt or liability on the City?",https://sfpl.org/index.php?pg=2000027201&propid=1257
11/2/1982,1982,11,2,D,Surviving Spouse Health Benefits,94280,95056,49.80,50.20,50%+1,F,Supervisors,supervisors,Charter Amendment,Shall the city subsidize the surviving spouse of active and retired employees on the same basis that the city subsidizes the active or retired employees in the Health Service System?,https://sfpl.org/index.php?pg=2000027201&propid=1258
11/2/1982,1982,11,2,E,Surviving Spouse Retirement Benefits,90759,100891,47.36,52.64,50%+1,F,Supervisors,supervisors,Charter Amendment,Shall the surviving spouse of a member of the Retirement System who is receiving a retirement allowance be allowed to continue to receive the allowance upon remarriage after age 60?,https://sfpl.org/index.php?pg=2000027201&propid=1259
11/2/1982,1982,11,2,G,"Supervisors' Salaries $23,924 a Year",118512,84788,58.29,41.71,50%+1,P,Supervisors,supervisors,Charter Amendment,"Shall each member of the Board of Supervisors be paid a salary of $23,924 per year?",https://sfpl.org/index.php?pg=2000027201&propid=1261
11/2/1982,1982,11,2,H,Employee Retirement Contribution 7.5% (percent),109884,64937,62.86,37.14,50%+1,P,Supervisors,supervisors,Charter Amendment,Shall the contribution rate for miscellaneous city employees to the Retirement System be fixed at 7 1/2% of the compensation of these employees?,https://sfpl.org/index.php?pg=2000027201&propid=1262
11/2/1982,1982,11,2,I,Police Retirement and Disability Plan,85985,102564,45.60,54.40,50%+1,P,Initiative,initiative,Charter Amendment,"Shall a new Retirement and Disability Plan be created for uniformed members of the Police Department hired after November 1, 1982, with rights of members of the present plans to transfer to the new plan?",https://sfpl.org/index.php?pg=2000027201&propid=1263
11/2/1982,1982,11,2,J,Police Overtime Pay at Rate of Time and 1/2 (one - half),118160,79497,59.78,40.22,50%+1,P,Initiative,initiative,Charter Amendment,Shall Police Officers be paid at the rate of time and one-half or be given time off duty at the rate of time and one-half for overtime or holiday work as requested by the officer?,https://sfpl.org/index.php?pg=2000027201&propid=1264
11/2/1982,1982,11,2,K,Electric Utility Ownership,73051,126655,36.58,63.42,50%+1,F,Initiative,initiative,Ordinance,Shall the Board of Supervisors take enumerated steps and cause a feasibility study to be made to bring about public ownership of the electric utility in San Francisco and place the acquisition of said utility to the voters at the general election held after a study is completed?,https://sfpl.org/index.php?pg=2000027201&propid=1265
11/2/1982,1982,11,2,L,City Hall Ramp Ban at Polk and Van Ness Entrances,95479,99838,48.88,51.12,50%+1,F,Initiative,initiative,Policy Declaration,Shall it be the policy of the City and County of San Francisco not to construct access ramps at either the Polk Street or Van Ness Avenue entrance to City Hall?,https://sfpl.org/index.php?pg=2000027201&propid=1266
11/2/1982,1982,11,2,M,"Parnassus Heights Hotel, Carl and Hillway Streets",54583,140306,28.01,71.99,50%+1,F,Initiative,initiative,Policy Declaration,Shall it be the policy of the City and County of San Francisco to make zoning changes to permit the construction of a private hotel in the area of the Parnassus Heights Medical Complex and U.C. Medical Center and specifying the property for its location?,https://sfpl.org/index.php?pg=2000027201&propid=1267
4/26/1983,1983,4,26,A,"Recall, Mayor Dianne Feinstein",30166,134591,19.6,80.4,50%+1,F,Initiative,initiative,Recall,Shall Dianne Feinstein be recalled (removed) from the office of Mayor?,https://sfpl.org/index.php?pg=2000027201&propid=1268
11/8/1983,1983,11,8,A,Increase Number of Signatures for Recall Elections,116316,38118,75.3,24.7,50%+1,P,Supervisors,supervisors,Charter Amendment,Shall a recall election require a petition signed by ten percent of the registered voters of the City and County of San Francisco?,https://sfpl.org/index.php?pg=2000027201&propid=1269
11/8/1983,1983,11,8,B,Voter Approval Before Recreation Land Sold,129570,21758,85.6,14.4,50%+1,P,Supervisors,supervisors,Charter Amendment,"Shall State law procedures be followed, which usually require a vote of the people, if any lands of the recreation and Park Department are sold or disposed of in any manner or used for non-park purposes?",https://sfpl.org/index.php?pg=2000027201&propid=1270
11/8/1983,1983,11,8,C,"Library for the Blind and Disabled, Separate Department",62002,87080,41.5,58.5,50%+1,F,Supervisors,supervisors,Charter Amendment,Shall a library for the blind and physically disabled be created as a department under the Library Commission?,https://sfpl.org/index.php?pg=2000027201&propid=1271
11/8/1983,1983,11,8,D,Disability Transfers by Civil Service Commission,95146,51109,65.0,35.5,50%+1,P,Supervisors,supervisors,Charter Amendment,"Shall the Civil Service Commission have the authority to transfer a permanent employee, other than police or fire, to another position in city service with no increase in salary when the employee cannot perform the duties of his or her position because of disability?",https://sfpl.org/index.php?pg=2000027201&propid=1272
11/8/1983,1983,11,8,E,Public Safety Employees in State PERS Public Safety,92940,51546,64.3,35.7,50%+1,P,Supervisors,supervisors,Charter Amendment,"Shall the Board of Supervisors have authority to make probation officers, airport police officers, district attorney and public defender investigators, coroner investigators, juvenile court counselors and institutional police members of the State Public Employees Retirement System by contract?",https://sfpl.org/index.php?pg=2000027201&propid=1273
11/8/1983,1983,11,8,F,Transfers Housing Authority Police to SF Police Department,106987,37647,73.9,26.1,50%+1,P,Supervisors,supervisors,Charter Amendment,Shall Housing Authority Police be transferred to the City and become City employees under the jurisdiction of the Police Department and remain in the State Retirement System but with the right to be members of the City's Health System?,https://sfpl.org/index.php?pg=2000027201&propid=1274
11/8/1983,1983,11,8,G,Changes Formula for Retirement Increase,99372,41424,70.5,29.5,50%+1,P,Supervisors,supervisors,Charter Amendment,Shall the percentage that the yearly cost of living increase or decrease in retirement allowances which exceeds the maximum of two percent be carried over to the next year and used to compute the cost of living increase or decrease up to the two percent maximum for that year?,https://sfpl.org/index.php?pg=2000027201&propid=1275
11/8/1983,1983,11,8,H,"Board of Education, Community College Board $500 Pay",89222,56577,56.1,38.9,50%+1,P,Supervisors,supervisors,Charter Amendment,Shall the compensation of each member of the Board of Education and each member of the Community College Board be $500.00 per month?,https://sfpl.org/index.php?pg=2000027201&propid=1276
11/8/1983,1983,11,8,I,Changes Method Police and Fire Salaries are Set,67669,77132,46.7,53.3,50%+1,F,Initiative,initiative,Charter Amendment,Shall it be the duty of the Board of Supervisors to adjust rates of pay for police officers and firefighters based on rates fixed in certain California cities where those cities adopt their rates after August 25th but before June 30th of the following year?,https://sfpl.org/index.php?pg=2000027201&propid=1277
11/8/1983,1983,11,8,J,Time and 1/2 (One - Half) Overtime Pay for Firefighters,91582,59370,60.6,39.4,50%+1,P,Initiative,initiative,Charter Amendment,Shall firefighters be compensated at the rate of time-and-one-half for working overtime or working on a holiday?,https://sfpl.org/index.php?pg=2000027201&propid=1278
11/8/1983,1983,11,8,K,Street Artists Annual Fee $80.00,98617,49615,66.5,33.5,50%+1,P,Supervisors,supervisors,Ordinance,Shall street artists be allowed to purchase a one-year certificate for $80.00 in order to sell their wares and shall the Board of Supervisors be allowed to increase the cost of the certificate to pay for the street artist program?,https://sfpl.org/index.php?pg=2000027201&propid=1279
11/8/1983,1983,11,8,L,"Painters Union, Local No. 4, Salary Demand",44196,94413,31.8,68.2,50%+1,F,Labor Dispute,labor_dispute,Ordinance,"Shall a schedule of compensation based upon the last demand of employees represented by Painters Union Local No. 4, be approved?",https://sfpl.org/index.php?pg=2000027201&propid=1280
11/8/1983,1983,11,8,M,"Master Plan for Development, Priority Policies",76659,78592,49.3,50.7,50%+1,F,Initiative,initiative,Ordinance,Shall the City's Master Plan for development be revised to set certain priorities and shall the Planning Code be amended to conform to the revised Master Plan and to require developers to pay for increased demands for Muni service and housing and provide for job training programs?,https://sfpl.org/index.php?pg=2000027201&propid=1281
11/8/1983,1983,11,8,N,Opposition to Military Aid to El Salvador,79937,71292,52.8,47.2,50%+1,P,Initiative,initiative,Policy Declaration,Shall it be the policy of the people of San Francisco to call on the Federal Government to end all military aid to El Salvador and withdraw all U.S. military personnel from El Salvador?,https://sfpl.org/index.php?pg=2000027201&propid=1282
